name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,country,country_long,owner,commissioning_year,source,url,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,generation_gwh_latest
Avondale Quarry (Pilot),GBR2001112,2.0,55.9903,-3.6789,biomass,,,,GBR,United Kingdom,Grangemouth Generation Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Avonmouth,GBR0000915,6.5,51.5097,-2.6908,biomass,,,,GBR,United Kingdom,Avonmouth Biopower,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Avonmouth Low Carbon Energy Facility - Phase 2,GBR0001014,6.5,51.5097,-2.6908,biomass,,,,GBR,United Kingdom,Avonmouth Biopower,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Avonmouth Port,GBR0003194,6.0,51.5166,-2.7027,wind,,,,GBR,United Kingdom,Bristol Port Authority,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,15.12,
Avonmouth Port - extension,GBR0004159,9.0,51.5029,-2.6988,wind,,,,GBR,United Kingdom,Bristol Port Company,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,22.68,
Avonmouth Port II,GBR0003927,5.0,51.5383,-2.6739,wind,,,,GBR,United Kingdom,Bristol City Council - Energy Management Unit,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,12.6,
Avonmouth Wind Power,GBR0003664,8.2,51.5115,-2.6735,wind,,,,GBR,United Kingdom,Wessex Water Engineering Services,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,20.67,
Awre,WKS0068743,5.0,51.77,-2.447,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,7.29,7.48,7.65,7.66,7.74,
Ayshford Court Farm,GBR0001569,5.0,50.9319,-3.3459,solar,,,,GBR,United Kingdom,AEE Renewables UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.47,7.59,7.46,7.49,7.73,
B&Q Swindon DC,GBR0005653,2.5,51.5996,-1.7429,solar,,,,GBR,United Kingdom,Kingfisher Scottish Limited Partnership,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.66,3.63,3.64,3.65,3.64,
BAE Samlesbury Aerodrome,GBR0002179,2.0,53.7709,-2.5782,solar,,,,GBR,United Kingdom,British Aerospace Defence Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.82,2.87,2.85,2.86,2.91,
BH Energy - Biogas (AD),GBR0000230,2.1,54.6193,-5.7889,biomass,,,,GBR,United Kingdom,Blakiston Houston Estate Company,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
BIOSSENCE SOLAR PARK,GBR0001607,4.5,51.3202,0.4816,solar,,,,GBR,United Kingdom,AGR,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.67,6.67,6.68,6.69,6.64,
BMW UK Manufacturing Ltd,GBR0001284,3.0,51.7328,-1.1947,solar,,,,GBR,United Kingdom,Free Green Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.49,4.44,4.45,4.49,4.47,
BROWNIELEYS - 3 WIND TURBINES,GBR0004348,7.5,56.8399,-2.3791,wind,,,,GBR,United Kingdom,Brownieleys Renewables/Muirden Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,18.9,
BV Dairy  (Farm AD),GBR0000214,1.5,51.0112,-2.1828,biomass,,,,GBR,United Kingdom,BV Dairy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Babergh Home Solar Scheme,GBR0001893,2.8,52.0486,0.9444,solar,,,,GBR,United Kingdom,Babergh District Council,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.12,4.15,4.1,4.18,4.17,
Bad a Cheo Wind Farm,GBR2001076,26.7,58.4205,-3.4292,wind,,,,GBR,United Kingdom,Innogy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,67.3,
Badachro hydro scheme - resubmission,GBR0000491,1.5,57.6778,-5.7076,hydro,,,,GBR,United Kingdom,Badachro Hydro Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.92,5.17,8.06,6.13,6.13,
Baglan Bay CCGT,GBR1000312,520.0,51.6145,-3.8352,gas,,,,GBR,United Kingdom,MPF Operations Limited,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,2412.83,
Baglan Bay OCGT,GBR1000314,32.3,51.5924,-3.7802,gas,,,,GBR,United Kingdom,MPF Operations Limited,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,149.87,
Baglan Bay Solar Farm - Phase 1,GBR0002381,5.0,51.6094,-3.8295,solar,,,,GBR,United Kingdom,St. Modwen Developments,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.64,7.57,7.48,7.5,7.6,
Bagmoor,GBR0002928,16.0,53.6277,-0.6672,wind,,,,GBR,United Kingdom,Munich Re (previously Wind Prospect),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,40.33,
Baillie,GBR0004021,52.5,58.5679,-3.677,wind,,,,GBR,United Kingdom,Baillie Windfarm Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,132.35,
Bake Farm Solar Park,GBR0004783,4.99928,51.0483,-1.8335,solar,,,,GBR,United Kingdom,British Solar Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.52,7.48,7.5,7.7,
Bakers Farm (solar),GBR0001957,12.0,50.7644,-0.7931,solar,,,,GBR,United Kingdom,Quercus Renewable Holding 2,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,18.03,18.53,18.35,18.36,18.89,
Balcas Timber Biomass CHP Plant,GBR0000033,2.5,54.3073,-7.6639,biomass,,,,GBR,United Kingdom,Balcas Timber,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Balderton,GBR0006166,20.3,53.048,-0.8107,biomass,,,,GBR,United Kingdom,SPEP,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Baldovie,GBR0000874,8.3,56.4867,-2.9028,waste,,,,GBR,United Kingdom,Dundee Energy Recycling,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,8.03,
Balhearty Solar,GBR0005795,5.0,56.143,-3.712,solar,,,,GBR,United Kingdom,Lark Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.59,7.07,7.09,7.0,7.01,
Ballinderry Road Solar Phase 1 (Lisburn),GBR0002236,13.5,54.5181,-6.0994,solar,,,,GBR,United Kingdom,Hadstone Energy/Island Green Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,20.35,20.52,20.35,20.68,21.04,
Ballinderry Road Solar Phase 2 (Lisburn),GBR0005331,7.0,54.5132,-6.0883,solar,,,,GBR,United Kingdom,RAD Energy One/ Island Green Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.36,10.48,10.36,10.56,10.67,
Balls Wood Solar Farm,GBR0001958,8.7,50.3497,-4.037,solar,,,,GBR,United Kingdom,Due South Energy & SunE Project6 Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,13.25,13.36,13.17,13.4,13.4,
Ballyboley Solar (Carrowdore),GBR0004724,6.0,54.5716,-5.5692,solar,,,,GBR,United Kingdom,Island Green Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.01,8.84,9.02,8.86,8.99,
Ballygarvey Road,GBR2001108,13.0,54.8839,-6.2536,solar,,,,GBR,United Kingdom,Elgin Energy EsCo,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,19.75,19.76,19.82,19.88,20.16,
Ballylumford B,GBR1000003,540.0,54.845,-5.787,gas,,,,GBR,United Kingdom,AES,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,210.957,176.789,,,,,,,,2505.63,176.789
Ballylumford B OCGT,GBR1000004,116.0,54.845,-5.787,gas,,,,GBR,United Kingdom,AES,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,808.166,,,,,,,,538.24,808.166
Ballylumford C,GBR1000001,616.0,54.8428,-5.7853,gas,,,,GBR,United Kingdom,AES,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,2858.27,
Ballymena,GBR0002866,4.6,54.8795,-6.2332,wind,,,,GBR,United Kingdom,White Young Green Planning,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,11.59,
Balmurrie Fell Wind Farm,GBR0004445,9.1,54.8725,-4.5165,wind,,,,GBR,United Kingdom,Scottish Southern Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,22.94,
Bambers,GBR0002715,4.8,53.3213,0.2384,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,12.1,
Bambers Farm,GBR0003157,9.6,53.3213,0.2384,wind,,,,GBR,United Kingdom,Ecotricity,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,24.2,
Bankend Rig,GBR0004055,14.3,55.5783,-4.1342,wind,,,,GBR,United Kingdom,INH Brown,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,36.04,
Bann Road (Rasharkin),GBR0006506,18.0,54.9592,-6.5147,solar,,,,GBR,United Kingdom,Elgin Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,27.63,27.57,27.74,27.74,28.13,
Bann Road (Tullaghans Road),GBR0005955,25.0,54.9985,-6.4404,solar,,,,GBR,United Kingdom,Greencoat Capital,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,36.31,36.1,36.32,36.34,36.88,
Barkip Anaerobic Digestor (Waste AD),GBR0000266,2.2,55.7181,-4.7186,biomass,,,,GBR,United Kingdom,Scottish and Southern Energy (SSE) / William Tracey,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Barkip Landfill Site,GBR0000682,1.2,55.7181,-4.7186,waste,,,,GBR,United Kingdom,William Tracey Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.16,
Barley Wood Farm Lane (Gaston Lane - resubmission),GBR0001474,5.4,51.1147,-0.9782,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.05,8.22,8.14,8.16,8.29,
Barling Hall Farm,GBR0000735,2.4,51.5801,0.7928,waste,,,,GBR,United Kingdom,Cory Environmental,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.32,
Barlockhart Moor,GBR0004435,8.2,54.8657,-4.7879,wind,,,,GBR,United Kingdom,West Coast Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,20.67,
Barmoor,GBR0004163,12.0,55.6373,-2.0251,wind,,,,GBR,United Kingdom,EDF,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,30.25,
Barn Farm - resubmission,GBR0001959,4.2,51.9392,1.1364,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.18,6.16,6.2,6.22,6.22,
Barnby Moor,GBR0001404,4.0,53.3564,-0.9954,solar,,,,GBR,United Kingdom,Lark Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.65,5.95,5.91,5.93,5.98,
Barns of Ayre Wind Turbines (2),GBR0003902,1.8,58.9217,-2.7156,wind,,,,GBR,United Kingdom,Ayre Energy/Aquatera Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.53,
Barnsley 1.5,GBR0006164,9.0,53.568,-1.5146,biomass,,,,GBR,United Kingdom,SPEP,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Barr Farm Limited,GBR0002178,1.88496,52.6691,-2.1267,solar,,,,GBR,United Kingdom,Lark Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.48,2.6,2.62,2.62,2.6,
Barrow,GBR0002546,90.0,53.9915,-3.2983,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,226.88,
Barry,GBR2000125,235.0,51.4089,-3.2301,gas,,,,GBR,United Kingdom,,,,,,,,,,,,,,,,1090.41,
Barton Close Solar Park,GBR0001864,4.61032,51.1539,-4.174,solar,,,,GBR,United Kingdom,British Solar Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.09,7.21,7.13,7.2,7.33,
Barton Solar Farm,GBR0001587,1.2,50.9461,-3.3141,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.69,1.74,1.72,1.73,1.75,
Barugh Farm,GBR0001838,5.0,54.1751,-1.4955,solar,,,,GBR,United Kingdom,HB and CH Barker,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.07,7.59,7.23,7.24,7.6,
Barvills Solar Farm (resubmission),GBR0005942,5.0,51.4721,0.4234,solar,,,,GBR,United Kingdom,BE Renewables/Barvills Solar Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.59,7.46,7.6,7.75,
Basin Bridge Farm,GBR0005643,5.0,52.5614,-1.4184,solar,,,,GBR,United Kingdom,Sun Farming UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.22,7.47,7.64,7.64,7.74,
Basingstoke Sewage Treatment Works,GBR0006054,1.2,51.2917,-1.0343,biomass,,,,GBR,United Kingdom,Thames Water Utilities,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Bassingbourn Solar Farm,GBR0001906,14.4,52.0701,-0.0423,solar,,,,GBR,United Kingdom,Push Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,21.91,21.57,21.55,21.61,22.09,
Batsworthy Cross,GBR0004057,18.45,50.9717,-3.6891,wind,,,,GBR,United Kingdom,Blackrock Real Assets,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,46.51,
Battens Farm Solar Park,GBR0001476,11.0,51.482,-2.165,solar,,,,GBR,United Kingdom,Battens Farm Solar Park Ltd - James Hartley,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,16.83,16.56,16.68,16.81,16.94,
Battlefield EfW,GBR0000910,8.0,52.7426,-2.7272,waste,,,,GBR,United Kingdom,Veolia,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,7.74,
Bay Farm,GBR0001961,8.1,52.3163,0.4989,solar,,,,GBR,United Kingdom,NextEnergy Solar Fund (NESF),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,12.24,12.21,12.01,12.05,12.23,
Beacon Hill,GBR0000723,3.0,50.7546,-2.0297,waste,,,,GBR,United Kingdom,Combined Landfill Projects (CLP) / SITA UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.9,
Beaford Brook Solar Park,GBR0001346,5.2,50.9217,-4.0387,solar,,,,GBR,United Kingdom,Wessex Solar Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.78,7.87,7.88,7.9,8.02,
Bears Down,GBR0003392,9.6,50.4703,-4.9556,wind,,,,GBR,United Kingdom,Natural Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,24.2,
Beatrice,GBR2001031,588.0,58.0882,-2.9502,wind,,,,GBR,United Kingdom,Scottish & Southern Energy (SSE) / Repsol / CIP,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1482.32,
Beatrice Demonstrator,GBR0002485,10.0,58.2528,-2.8884,wind,,,,GBR,United Kingdom,Talisman Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,25.2,
Beck Burn (resubmission),GBR0004544,31.0,55.0107,-3.0263,wind,,,,GBR,United Kingdom,EDF Energy Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,78.14,
Beckley Solar Farm,GBR0001252,1.7,50.7618,-1.6798,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.36,2.38,2.4,2.41,2.38,
Beckton Gas Pressure Reduction Station,GBR0000143,19.0,51.5182,0.0885,biomass,,,,GBR,United Kingdom,Icon  EEA Holdings & 2OC consortium,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Beckton STW Biodiesel Power Plant,GBR0000024,8.0,51.5178,0.0935,biomass,,,,GBR,United Kingdom,Balfor Beaty,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Beckton STW Enhanced Sludge Digestion,GBR0006182,5.8,51.5256,0.0799,waste,,,,GBR,United Kingdom,Thames Water Utilities,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.61,
